author,dominant_candidate,dominant_camp,n_candidates_engaged,candidates_list,eng_david_belliard,eng_emmanuel_gregoire,eng_ian_brossat,eng_pierre_yves_bournazel,eng_rachida_dati,eng_sarah_knafo,eng_sophia_chikirou,eng_thierry_mariani,community,comm_dominant_candidate
chludo2,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
chomel78066335,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,rachida_dati,thierry_mariani",0,0,0,1,1,0,0,1,pierre_yves_bournazel,pierre_yves_bournazel
chouman_f,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
chpi76,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
chris.worldwide.fr,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
chris2kinou,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
chris473112,sarah_knafo,Droite,6,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",1,1,0,1,1,1,0,1,sarah_knafo,sarah_knafo
chris66montes,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
chris_paris17,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
chrisdln2,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
chrishobigand,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
chrismak62,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
chrismakh1,rachida_dati,Droite,3,"david_belliard,rachida_dati,sophia_chikirou",1,0,0,0,1,0,1,0,rachida_dati,rachida_dati
chrismat692516,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
chrismts06_,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
chrisnor4,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
christ_meillon,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
christi22158497,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
christianasse,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
christiand58029,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
christianhaag14,rachida_dati,Droite,3,"emmanuel_gregoire,rachida_dati,sarah_knafo",0,1,0,0,1,1,0,0,rachida_dati,rachida_dati
christianr96385,thierry_mariani,Extreme droite,2,"pierre_yves_bournazel,thierry_mariani",0,0,0,1,0,0,0,1,thierry_mariani,thierry_mariani
christinezmemes,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
christo27533418,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
christo3191,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
christo76113245,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
chrobert2,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
chroma_inside,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
chrrousseau,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
chrysalide21000,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
chumunue,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
ciantarguylene,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
cieldecristal1,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
ciroc75019,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
cislecis,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
citoy_en_colere,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
citoyenfranca,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
citoyenfreeman,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
cityofgaylight,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
clairdelun12797,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,sarah_knafo,sophia_chikirou",0,0,0,1,0,1,1,0,pierre_yves_bournazel,pierre_yves_bournazel
claire_f35,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
clarabarenne,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
claratyler777,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
class_van_cdg_orly_disney_jews,ian_brossat,Gauche radicale,3,"emmanuel_gregoire,ian_brossat,sarah_knafo",0,1,1,0,0,1,0,0,ian_brossat,ian_brossat
classiusp,rachida_dati,Droite,2,"emmanuel_gregoire,rachida_dati",0,1,0,0,1,0,0,0,rachida_dati,rachida_dati
claudebayard06,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
claudechabane,rachida_dati,Droite,2,"rachida_dati,sophia_chikirou",0,0,0,0,1,0,1,0,rachida_dati,rachida_dati
clementfavaron,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
clojar56,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
cloutechristin2,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
cloutremer,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
cocolagy,sarah_knafo,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
cocotictac2024,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
cocotteminute18,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
colaireluis,rachida_dati,Droite,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,rachida_dati,rachida_dati
colette66003,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
colette70748,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
colhoeggarden,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
coliving_paris_,david_belliard,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,david_belliard,david_belliard
collectif_10eme,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
collectifruereneboulanger,emmanuel_gregoire,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,emmanuel_gregoire,emmanuel_gregoire
colonnadarrau,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
complotismus,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
compostelle1920,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
comtedenicea,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
conigliogianluigi,david_belliard,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,david_belliard,david_belliard
conileetmax,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
connardanonyme1,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
conquernicolas,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
contactki,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
coqdefeu,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
coquetcrabe,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
cora01073153136,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
cordel92cordel,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
cordierjf,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
corinnepicaut,pierre_yves_bournazel,Centre-droit,2,"david_belliard,pierre_yves_bournazel",1,0,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
corinnesia68822,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
corsucorse,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
corvusavocatus,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
coryleguen,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
coucou3100,pierre_yves_bournazel,Centre-droit,2,"ian_brossat,pierre_yves_bournazel",0,0,1,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
coucou564,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
cowandstuff,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
coyottewill,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
cpadmee,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
cpasmoi94485541,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
cpeillan,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
cpzvigor,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
craps0072,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
crevettedusoir,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
crickey38,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
cricri528831647,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
crislor94,sarah_knafo,Droite,5,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",1,0,0,1,1,1,0,1,sarah_knafo,sarah_knafo
crist315,emmanuel_gregoire,Gauche,2,"david_belliard,emmanuel_gregoire",1,1,0,0,0,0,0,0,emmanuel_gregoire,emmanuel_gregoire
critiqueraison,thierry_mariani,Extreme droite,2,"ian_brossat,thierry_mariani",0,0,1,0,0,0,0,1,thierry_mariani,thierry_mariani
croch_sara29,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
croclapomme222,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
croisade24,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
crowleymass67,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
cruisadair,ian_brossat,Gauche radicale,2,"david_belliard,ian_brossat",1,0,1,0,0,0,0,0,ian_brossat,ian_brossat
crw_161_lx_twt,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
crypto_fox7,david_belliard,Gauche,3,"david_belliard,ian_brossat,rachida_dati",1,0,1,0,1,0,0,0,david_belliard,david_belliard
ctracy991,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
ctrudaine,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
cutkiller30,sophia_chikirou,Gauche radicale,3,"rachida_dati,sarah_knafo,sophia_chikirou",0,0,0,0,1,1,1,0,sophia_chikirou,sophia_chikirou
cuvee1983,pierre_yves_bournazel,Centre-droit,3,"david_belliard,pierre_yves_bournazel,sarah_knafo",1,0,0,1,0,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
cyl_mes,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,sophia_chikirou",0,0,0,0,1,1,1,0,sarah_knafo,sarah_knafo
cynthia19811,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
czlucile,rachida_dati,Droite,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,rachida_dati,rachida_dati
d_0i0_b,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
d_101_m,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
d_lebas,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
daaveed1,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
dabovitch,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
dadapari_,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
daffy38250,sophia_chikirou,Gauche radicale,2,"sarah_knafo,sophia_chikirou",0,0,0,0,0,1,1,0,sophia_chikirou,sophia_chikirou
dafo27337500,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
dalemthenorman,sarah_knafo,Droite,3,"ian_brossat,sarah_knafo,thierry_mariani",0,0,1,0,0,1,0,1,sarah_knafo,sarah_knafo
damiensalle,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
damipassi,david_belliard,Gauche,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,david_belliard,david_belliard
dan_sickles,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
danbay33,sarah_knafo,Droite,3,"ian_brossat,rachida_dati,sarah_knafo",0,0,1,0,1,1,0,0,sarah_knafo,sarah_knafo
danhalakha,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
dani359369,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
daniel758726804,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
daniel_fraczak,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
daniel_sebire,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
danielboutonnet,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
danield63923659,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
danielino22,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
danioanmuresan,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
dannyaroundtown,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
dannyconversano,pierre_yves_bournazel,Centre-droit,3,"pierre_yves_bournazel,rachida_dati,sarah_knafo",0,0,0,1,1,1,0,0,pierre_yves_bournazel,pierre_yves_bournazel
dany_dubd,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
danyloubatieres,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
daralo2,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
darcy88840249,sophia_chikirou,Gauche radicale,2,"ian_brossat,sophia_chikirou",0,0,1,0,0,0,1,0,sophia_chikirou,sophia_chikirou
darf750,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
darlaysjames,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
darlingcherie20,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
dart_hagnan,rachida_dati,Droite,2,"ian_brossat,rachida_dati",0,0,1,0,1,0,0,0,rachida_dati,rachida_dati
darwem_59,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
dasteannie84560,sophia_chikirou,Gauche radicale,3,"pierre_yves_bournazel,rachida_dati,sophia_chikirou",0,0,0,1,1,0,1,0,sophia_chikirou,sophia_chikirou
dati_punchline,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
davidaoud59,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
davidborie4,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
davidcornee,pierre_yves_bournazel,Centre-droit,6,"david_belliard,emmanuel_gregoire,pierre_yves_bournazel,rachida_dati,sarah_knafo,thierry_mariani",1,1,0,1,1,1,0,1,pierre_yves_bournazel,pierre_yves_bournazel
daviddirect1968,sarah_knafo,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,sarah_knafo,sarah_knafo
davidfayon,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
davidfredj,rachida_dati,Droite,2,"emmanuel_gregoire,rachida_dati",0,1,0,0,1,0,0,0,rachida_dati,rachida_dati
davidgboo,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
davidstanaccou1,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
davidth3229172,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
dawamoonsky,pierre_yves_bournazel,Centre-droit,2,"emmanuel_gregoire,pierre_yves_bournazel",0,1,0,1,0,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
daylightze,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
dazy_lucienne,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
db63270,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
dbouffee,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
dcousto,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
dd46678726,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
de_chardin,sarah_knafo,Droite,4,"david_belliard,pierre_yves_bournazel,rachida_dati,sarah_knafo",1,0,0,1,1,1,0,0,sarah_knafo,sarah_knafo
dealmeidadamie4,thierry_mariani,Extreme droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,thierry_mariani,thierry_mariani
dean1903,rachida_dati,Droite,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,rachida_dati,rachida_dati
debleddomi72988,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
decadence74,rachida_dati,Droite,3,"rachida_dati,sarah_knafo,thierry_mariani",0,0,0,0,1,1,0,1,rachida_dati,rachida_dati
declugnychamp,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
dededede4,sarah_knafo,Droite,2,"david_belliard,sarah_knafo",1,0,0,0,0,1,0,0,sarah_knafo,sarah_knafo
deggubggub,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
degrennechrist1,sarah_knafo,Droite,2,"ian_brossat,sarah_knafo",0,0,1,0,0,1,0,0,sarah_knafo,sarah_knafo
deguinespaul,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
delalandebis,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
delalatte1779,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
delaporteo81623,thierry_mariani,Extreme droite,3,"pierre_yves_bournazel,rachida_dati,thierry_mariani",0,0,0,1,1,0,0,1,thierry_mariani,thierry_mariani
delarueem,pierre_yves_bournazel,Centre-droit,2,"pierre_yves_bournazel,rachida_dati",0,0,0,1,1,0,0,0,pierre_yves_bournazel,pierre_yves_bournazel
delatrech,thierry_mariani,Extreme droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,thierry_mariani,thierry_mariani
delier74781,rachida_dati,Droite,2,"rachida_dati,thierry_mariani",0,0,0,0,1,0,0,1,rachida_dati,rachida_dati
delireshomo,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
delockphotos,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
delphinegamburg,sarah_knafo,Droite,2,"sarah_knafo,thierry_mariani",0,0,0,0,0,1,0,1,sarah_knafo,sarah_knafo
deltadusud,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
delvalle4gisele,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
demarana75,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
democratedirect,sarah_knafo,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,sarah_knafo,sarah_knafo
denis_zakine,rachida_dati,Droite,3,"david_belliard,pierre_yves_bournazel,rachida_dati",1,0,0,1,1,0,0,0,rachida_dati,rachida_dati
denoy55741gatan,sarah_knafo,Droite,2,"pierre_yves_bournazel,sarah_knafo",0,0,0,1,0,1,0,0,sarah_knafo,sarah_knafo
deparisjulien,rachida_dati,Droite,2,"david_belliard,rachida_dati",1,0,0,0,1,0,0,0,rachida_dati,rachida_dati
depassagerapido,rachida_dati,Droite,2,"rachida_dati,sarah_knafo",0,0,0,0,1,1,0,0,rachida_dati,rachida_dati
