candidate_id,candidate_label,year_week,total_replies,pct_soutien,pct_hostilite,pct_critique,pct_ironie,pct_neutre,pct_negative
sarah_knafo,S. Knafo (Reconquete),2025-W36,867,0.1488,0.0092,0.0069,0.0,0.8351,0.0092
sarah_knafo,S. Knafo (Reconquete),2025-W37,403,0.0769,0.0,0.0,0.0,0.9231,0.0
sarah_knafo,S. Knafo (Reconquete),2025-W38,629,0.1208,0.0111,0.0111,0.0016,0.8553,0.0127
sarah_knafo,S. Knafo (Reconquete),2025-W39,489,0.0757,0.0041,0.0061,0.0,0.9141,0.0041
sarah_knafo,S. Knafo (Reconquete),2025-W40,806,0.1489,0.0124,0.0062,0.0012,0.8313,0.0136
sarah_knafo,S. Knafo (Reconquete),2025-W41,386,0.0881,0.0078,0.0104,0.0026,0.8912,0.0104
sarah_knafo,S. Knafo (Reconquete),2025-W42,522,0.1015,0.0038,0.0038,0.0019,0.8889,0.0057
sarah_knafo,S. Knafo (Reconquete),2025-W43,420,0.0667,0.0071,0.0071,0.0,0.919,0.0071
sarah_knafo,S. Knafo (Reconquete),2025-W44,542,0.0886,0.0055,0.0055,0.0,0.9004,0.0055
sarah_knafo,S. Knafo (Reconquete),2025-W45,401,0.0648,0.0025,0.01,0.0025,0.9202,0.005
sarah_knafo,S. Knafo (Reconquete),2025-W46,439,0.0888,0.0068,0.0068,0.0,0.8975,0.0068
sarah_knafo,S. Knafo (Reconquete),2025-W47,692,0.104,0.0145,0.0217,0.0014,0.8584,0.0159
sarah_knafo,S. Knafo (Reconquete),2025-W48,754,0.0942,0.0106,0.0119,0.0013,0.882,0.0119
sarah_knafo,S. Knafo (Reconquete),2025-W49,658,0.0973,0.0,0.0015,0.0,0.9012,0.0
sarah_knafo,S. Knafo (Reconquete),2025-W50,618,0.0825,0.0,0.0016,0.0,0.9159,0.0
sarah_knafo,S. Knafo (Reconquete),2025-W51,712,0.1264,0.0014,0.007,0.0,0.8652,0.0014
sarah_knafo,S. Knafo (Reconquete),2025-W52,486,0.0453,0.0,0.0,0.0,0.9547,0.0
sarah_knafo,S. Knafo (Reconquete),2026-W01,360,0.1722,0.0056,0.0083,0.0,0.8139,0.0056
sarah_knafo,S. Knafo (Reconquete),2026-W02,1039,0.1415,0.0183,0.0173,0.0058,0.8171,0.0241
sarah_knafo,S. Knafo (Reconquete),2026-W03,1206,0.1111,0.0083,0.0058,0.0033,0.8715,0.0116
sarah_knafo,S. Knafo (Reconquete),2026-W04,1411,0.124,0.0135,0.0163,0.0057,0.8405,0.0191
sarah_knafo,S. Knafo (Reconquete),2026-W05,1761,0.1119,0.0068,0.0102,0.004,0.8671,0.0108
sarah_knafo,S. Knafo (Reconquete),2026-W06,158,0.1013,0.0,0.0063,0.0,0.8924,0.0
sarah_knafo,S. Knafo (Reconquete),2026-W07,69,0.029,0.0,0.0,0.0,0.971,0.0
sarah_knafo,S. Knafo (Reconquete),2026-W08,6,0.0,0.0,0.0,0.0,1.0,0.0
sophia_chikirou,S. Chikirou (LFI),2025-W46,15,0.2,0.0,0.0,0.0,0.8,0.0
sophia_chikirou,S. Chikirou (LFI),2025-W51,244,0.0369,0.0205,0.0082,0.0,0.9344,0.0205
sophia_chikirou,S. Chikirou (LFI),2025-W52,83,0.0602,0.0,0.0,0.0,0.9398,0.0
sophia_chikirou,S. Chikirou (LFI),2026-W01,111,0.0541,0.027,0.027,0.009,0.8829,0.036
