week,topic_name,n_tweets,avg_eng
2026-01-12,Vie locale & citoyennete,22,813.9090909090909
2026-01-12,Soutien / Jour / France,16,1578.375
2026-01-12,Social & solidarite,29,1408.6896551724135
2026-01-12,Securite & delinquance,28,1801.2857142857142
2026-01-12,Logement & urbanisme,36,1468.111111111111
2026-01-12,Geopolitique & international,15,883.0
2026-01-12,Education & culture,62,2670.1451612903224
2026-01-12,Deux / Emmanuel / Peuple,21,2094.4761904761904
2026-01-12,Budget & finances,17,1915.8235294117649
2026-01-12,Arrondissement / Liberté / Gauche,52,1452.3461538461538
2026-01-19,Vie locale & citoyennete,38,1191.3157894736842
2026-01-19,Soutien / Jour / France,11,1886.909090909091
2026-01-19,Social & solidarite,28,1931.75
2026-01-19,Securite & delinquance,30,1811.2333333333331
2026-01-19,Logement & urbanisme,33,1363.2727272727273
2026-01-19,Education & culture,63,5756.825396825397
2026-01-19,Deux / Emmanuel / Peuple,13,3331.769230769231
2026-01-19,Budget & finances,18,2415.8888888888887
2026-01-19,Arrondissement / Liberté / Gauche,32,1318.875
2026-01-19,Geopolitique & international,25,2205.64
2026-01-26,Securite & delinquance,41,1307.7317073170732
2026-01-26,Soutien / Jour / France,15,1950.9333333333332
2026-01-26,Social & solidarite,23,920.9130434782608
2026-01-26,Vie locale & citoyennete,37,3525.783783783784
2026-01-26,Logement & urbanisme,62,933.1935483870968
2026-01-26,Deux / Emmanuel / Peuple,23,1511.9565217391305
2026-01-26,Education & culture,68,2388.8676470588234
2026-01-26,Budget & finances,30,1847.7
2026-01-26,Arrondissement / Liberté / Gauche,35,1328.3714285714286
2026-01-26,Geopolitique & international,24,1856.5416666666667
2026-02-02,Vie locale & citoyennete,28,941.75
2026-02-02,Soutien / Jour / France,12,545.6666666666666
2026-02-02,Social & solidarite,28,1981.5
2026-02-02,Securite & delinquance,29,659.3103448275862
2026-02-02,Logement & urbanisme,30,2072.4333333333334
2026-02-02,Education & culture,70,2731.4857142857145
2026-02-02,Deux / Emmanuel / Peuple,13,2570.153846153846
2026-02-02,Budget & finances,19,1566.7894736842106
2026-02-02,Arrondissement / Liberté / Gauche,39,1176.1025641025642
2026-02-02,Geopolitique & international,14,1038.2142857142858
2026-02-09,Securite & delinquance,38,1273.0526315789473
2026-02-09,Soutien / Jour / France,21,5527.523809523809
2026-02-09,Social & solidarite,24,896.0416666666666
2026-02-09,Vie locale & citoyennete,31,1594.548387096774
2026-02-09,Logement & urbanisme,31,1701.741935483871
2026-02-09,Deux / Emmanuel / Peuple,14,4258.5
2026-02-09,Education & culture,75,2645.56
2026-02-09,Budget & finances,28,1675.821428571429
2026-02-09,Arrondissement / Liberté / Gauche,26,2066.4615384615386
2026-02-09,Geopolitique & international,19,2651.0
2026-02-16,Soutien / Jour / France,1,101.0
2026-02-16,Arrondissement / Liberté / Gauche,2,73.0
2026-02-16,Budget & finances,7,4882.714285714285
2026-02-16,Deux / Emmanuel / Peuple,6,2113.5
2026-02-16,Education & culture,18,1482.888888888889
2026-02-16,Geopolitique & international,6,1691.8333333333333
2026-02-16,Logement & urbanisme,11,538.5454545454545
2026-02-16,Securite & delinquance,10,1282.4
2026-02-16,Social & solidarite,4,197.5
2026-02-16,Vie locale & citoyennete,10,660.9
